Name,Screen,Main Camera,Selfie Camera,Rom,Ram,Pin,Price
OnePlus X," IPS LCD, 5.0"", Full HD",13 MP,8.0 MP, 16 GB, 3 GB,Pin: Li-Po 2525 mAh,6.090.000 Đ
Oneplus 2," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 16/64 GB, 3 GB,Pin: Li-Po 3300 mAh,9.190.000 Đ
Nubia Z11 Mini," IPS LCD, 5.0"", Full HD",16 MP,8.0 MP, 64 GB, 3 GB,Pin: Li-Po 2800 mAh,3.190.000 Đ
Nubia Z7 Max," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Po 3100 mAh,2.690.000 Đ
Nubia Z11 Max," IPS LCD, 6.0"", Full HD",16 MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Po 4000 mAh,Liên hệ
Nubia Z11," IPS LCD, 5.5"", Full HD",16 MP,8.0 MP, 32 GB, 4 GB,Pin: Li-Po 3000 mAh,Liên hệ
LeEco Le S3," IPS LCD, 5.5"", Full HD",16 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Po 3000 mAh,Liên hệ
Obi Worldphone SJ1.5," IPS LCD, 5.0"", HD",8.0 MP,5.0 MP, 16 GB, 1 GB,Pin: Li-Po 3000 mAh,1.390.000 Đ
Obi Worldphone SF1," IPS LCD, 5.0"", Full HD",13 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Po 3000 mAh,1.890.000 Đ
Oppo F3 Plus Chính Hãng," IPS LCD, 6.0"", Full HD",16 MP,Dual 16 MP + 8.0 MP, 64 GB, 4 GB,Pin: Li-Po 4000 mAh,10.690.000 Đ
Oppo A71 chính hãng," IPS LCD, 5.2"", HD",13 MP,5.0 MP, 16 GB, 3 GB,Pin: Li-Po 3000 mAh,4.690.000 Đ
Oppo F3 đỏ chính hãng," IPS LCD, 5.5"", Full HD",13 MP,Dual 16 MP + 8.0 MP, 64 GB, 4 GB,Pin: Li-Po 3200 mAh,2.990.000 Đ
OPPO F3 Lite (A57) chính hãng," IPS LCD, 5.2"", HD",13 MP,16 MP, 32 GB, 3 GB,Pin: Li-Po 3200 mAh,5.490.000 Đ
Oppo F3 chính hãng," IPS LCD, 5.5"", Full HD",13 MP,Dual 16 MP + 8.0 MP, 64 GB, 4 GB,Pin: Li-Po 3200 mAh,6.990.000 Đ
Oppo Neo 9s Chính hãng," IPS LCD, 5.2"", HD",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 2900 mAh,4.290.000 Đ
Oppo Neo 9 đen Chính hãng," IPS LCD, 5.0"", HD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2360 mAh,3.290.000 Đ
Oppo F1S chính hãng (2017)," IPS LCD, 5.5"", HD",13 MP,16 MP, 64 GB, 4 GB,Pin: Li-Po 3070 mAh,1.999.999 Đ
Oppo F1S chính hãng (2016)," IPS LCD, 5.5"", HD",13 MP,16 MP, 32 GB, 3 GB,Pin: Li-Po 3070 mAh,1.999.999 Đ
Oppo Neo 9 Chính hãng," IPS LCD, 5.0"", HD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2360 mAh,3.290.000 Đ
Oppo F1 Plus chính hãng," AMOLED, 5.5"", Full HD",16 MP,13 MP, 64 GB, 4 GB,Pin: Li-Po 2850 mAh,9.990.000 Đ
OPPO Neo 7s Chính hãng," IPS LCD, 5.0"", qHD",8.0 MP,5.0 MP, 16 GB, 1 GB,Pin: Li-Po 2420 mAh,2.990.000 Đ
Oppo Neo 5 Chính Hãng," IPS LCD, 4.5"", WVGA",8.0 MP,2.0 MP, 16/8 GB, 1 GB,Pin: Li-Po 2000 mAh,2.490.000 Đ
Oppo F1S đen nhám chính hãng ( Matte Black )," IPS LCD, 5.5"", HD",13 MP,16 MP, 32 GB, 3 GB,Pin: Li-Po 3075 mAh,5.990.000 Đ
Oppo F1 chính hãng," IPS LCD, 5.0"", HD",13 MP,8.0 MP, 16 GB, 3 GB,Pin: Li-Po 2500 mAh,3.490.000 Đ
Oppo R7 Plus chính hãng," IPS LCD, 6.0"", Full HD",13 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Po 4100 mAh,7.990.000 Đ
OPPO Mirror 5 chính hãng," IPS LCD, 5.0"", qHD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2420 mAh,2.990.000 Đ
Oppo R7 Lite chính hãng (R7k)," IPS LCD, 5.0"", HD",13 MP,8.0 MP, 16 GB, 2 GB,Pin: Li-Po 2320 mAh,4.990.000 Đ
Oppo R5 Chính hãng," IPS LCD, 5.2"", Full HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2000 mAh,4.990.000 Đ
Oppo Find 7 (Màn hình 2K) Chính hãng," IPS LCD, 5.5″, Quad HD (2K)",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 3000 mAh,7.800.000 Đ
Oppo Find 7a Chính hãng," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2800 mAh,1.999.999 Đ
OPPO R1k (R8001)," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 16 GB, 1 GB,Pin: Li-Po 2410 mAh,1.999.999 Đ
OPPO R7s chính hãng," AMOLED, 5.5"", Full HD",13 MP,8.0 MP, 32 GB, 4 GB,Pin: Li-Po 3070 mAh,1.999.999 Đ
Oppo Joy 3 chính hãng," IPS LCD, 4.5"", WVGA",5.0 MP,2.0 MP, 4 GB, 1 GB,Pin: Li-Po 12000 mAh,1.690.000 Đ
Oppo N3 chính hãng," IPS LCD, 5.5"", Full HD",16 MP,16 MP, 32 GB, 2 GB,Pin: Li-Po 3000 mAh,1.999.999 Đ
Oppo N1 Mini Chính hãng," IPS LCD, 5.0"", HD",13 MP,13 MP, 16 GB, 2 GB,Pin: Li-Ion 2140 mAh,1.990.000 Đ
Oppo Yoyo chính hãng," IPS LCD, 4.5"", WVGA",5.0 MP,2.0 MP, 4 GB, 1 GB,Pin: Li-Ion 1900 mAh,1.490.000 Đ
Oppo Neo 3 chính hãng," IPS LCD, 4.5"", WVGA",5.0 MP,2.0 MP, 4 GB, 1 GB,Pin: Li-Ion 1900 mAh,990.000 Đ
Oppo R1 Chính hãng," IPS LCD, 5.0"", HD",8.0 MP,5.0 MP, 16 GB, 1 GB,Pin: Li-Ion 2410 mAh,1.999.000 Đ
Oppo Neo Chính hãng," IPS LCD, 4.5"", WVGA",5.0 MP,2.0 MP, 4 GB, 512 MB,Pin: Li-Ion 1900 mAh,1.999.999 Đ
Oppo Find 5 Mini Chính hãng," IPS LCD, 4.7"", qHD",8.0 MP,1.9 MP, 4 GB, 1 GB,Pin: Li-Po 2000 mAh,1.390.000 Đ
Oppo Joy Plus chính hãng," TFT, 4.0"", WVGA",3.0 MP,VGA, 4 GB, 1 GB,Pin: Li-Po 1700 mAh,990.000 Đ
Oppo Joy (R1001) chính hãng," TFT, 4.0"", WVGA",3.0 MP,VGA, 4 GB, 512 MB,Pin: Li-Po 1700 mAh,1.490.000 Đ
Oppo R9s chính hãng," AMOLED, 5.5"", Full HD",16 MP,16 MP, 64 GB, 4 GB,Pin: Li-Po 4120 mAh,1.999.999 Đ
Oppo R9 chính hãng," IPS LCD, 5.5"", Full HD",16 MP,13 MP, 64 GB, 4 GB,Pin: Li-Po 2850 mAh,1.999.999 Đ
Oppo Mirror 3 chính hãng," IPS LCD, 4.7"", HD",8.0 MP,5.0 MP, 8 GB, 1 GB,Pin: Li-Po 2000 mAh,1.990.000 Đ
Xiaomi Redmi Note 3 chính hãng," 5.5 inches, 82.6 cm2",16 MP,5.0 MP, 16/32 GB, 2 GB,Pin: bản Helio x10 pin 4000 mAh,2.590.000 Đ
Xiaomi Redmi Note 3 Pro chính hãng," IPS LCD, 5.5"", Full HD",16 MP,5.0 MP, 16/32 GB, 2 GB,Pin: Li-Po 4050 mAh,2.990.000 Đ
Xiaomi Mi Max 2 Chính Hãng DGW 4Gb/32Gb," IPS LCD, 6.44"", Full HD",12 MP,5.0 MP, 32 GB, 4 GB,Pin: Li-Ion 5300 mAh,5.190.000 Đ
Xiaomi Redmi Note 4 Chính hãng DDTM 16GB Ram 2GB," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 4100 mAh,2.890.000 Đ
Xiaomi Mi 4S Chính hãng," IPS LCD, 5.0"", Full HD",13 MP,5.0 MP, 64 GB, 3 GB,Pin: Li-Ion 3260 mAh,3.990.000 Đ
Xiaomi Redmi 4A chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 3120 mAh,2.290.000 Đ
Xiaomi Redmi Note 5A Prime Chính Hãng DGW 3Gb/32Gb," IPS LCD, 5.5"", HD",13 MP,16 MP, 32 GB, 3 GB,Pin: Li-Ion 3080 mAh,4.190.000 Đ
Xiaomi Mi 6 64GB Ram 4GB," IPS LCD, 5.15"", Full HD",Dual 12 MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Po 3350 mAh,7.490.000 Đ
Xiaomi Redmi 4 Prime chính hãng," IPS LCD, 5.0"", Full HD",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 4100 mAh,3.590.000 Đ
Xiaomi Mi Note 2 Chính Hãng," AMOLED, 5.7"", Full HD",22.5 MP,8.0 MP, 128/64 GB, 4 GB,Pin: Li-Ion 4070 mAh,8.990.000 Đ
Xiaomi Redmi 3X chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Ion 4100 mAh,2.990.000 Đ
Xiaomi Redmi Note 2 chính hãng," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 16/32 GB, 2 GB,Pin: Li-Po 3060 mAh,1.990.000 Đ
Xiaomi Mi Note Chính Hãng," IPS LCD, 5.7″, Full HD",13 MP,4.0 MP, 16/64 GB, 3 GB,Pin: Li-Ion 3000 mAh,3.490.000 Đ
Xiaomi Redmi Note 8 Chính Hãng Ram 4GB / 128GB," 6,39 inches, IPS LCD",Quad : 48 + 8 + 2 + 2 ( MP ),13 MP, 128 GB, 4 GB,Pin: 4000 mAh,4.290.000 Đ
Xiaomi Redmi Note 8 Pro Chính Hãng Ram 6GB / 128GB," 6,53 inches, IPS LCD",Quad : 64 MP + 8 MP+ 2 MP + 2 MP,20 MP, 128 GB, 6 GB,Pin: Li-Po 4500 mAh,5.390.000 Đ
Xiaomi Redmi 3s chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 4100 mAh,2.890.000 Đ
Xiaomi Redmi 3S Prime Chính Hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Ion 4100 mAh,3.490.000 Đ
Xiaomi REDMI HM 1SW chính hãng," IPS LCD, 4.7"", HD",8.0 MP,1.6 MP, 4 GB, 1 GB,Pin: Li-on 2000mAh,1.000.000 Đ
LG V40 ThinQ Chính Hãng," 6.4 inches, 92.7 cm2 (~77.1% screen-to-body ratio)","Triple:12 MP, 27mm (standard), f/1.5, 1.4µm, 3-axis OIS, PDAF & laser AF 16 MP, 16mm (ultrawide), f/1.9, 1.0µm, no AF 12 MP, 52mm (telephoto), f/2.4, 1.0µm, 2x optical zoom, OIS, PDAF","Dual:8 MP, 26mm (standard), f/1.9, 1.4µm 5 MP, 21mm (wide), f/2.2, 1.4µm", 64 GB, 6 GB,Pin: Non-removable Li-Po 3300 mAh battery,Liên hệ
Xiaomi Mi 9 Pro," 6,4 inches, Super AMOLED","Tripple 48 MP, f/1.8, 1/2"", 0.8µm, PDAF 12 MP, PDAF",24 MP, 64 GB, 6 GB,Pin: Non-removable Li-Po 3300 mAh battery,10.490.000 Đ
Meizu 16X," 6.0 inches, 92.9 cm2","Dual: 12 MP, f/1.8, 1/2.3"", 1.55µm, 4-axis OIS, dual pixel PDAF & laser AF 20 MP, f/2.6, 1/2.6"", 1.0µm, AF","20 MP, f/2.0", 128/64 GB, 6 GB,Pin: Li-Ion 3100 mAh,Liên hệ
Meizu V8 Pro," 5.7 inches, 83.8 cm2","Dual: 12 MP, f/2.2, AF 5 MP, f/2.2",5.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3100 mAh,Liên hệ
Xiaomi Mi 9 Lite 64 GB Ram 6 GB Chính Hãng," 6,39 inches, IPS LCD",Triple : 48 + 8 + 2,32 MP, 64 GB, 6 GB,Pin: 4030 mAh,4.990.000 Đ
Máy tính bảng Huawei Qua Tab 02, 10.1 inches,8 MP,2.0 MP, 16 GB, 2 GB,Pin: 6500 mAh,2.390.000 Đ
Huawei Honor 8X Max," 7.12 inches, 127.8 cm2","Dual: 16 MP, f/2.0, PDAF 2 MP, f/2.4, depth sensor","8 MP, f/2.0", 128/64 GB, 4 GB,Pin: Li-Po 5000 mAh,Liên hệ
Huawei Honor 8X," 6.5 inches, 103.7 cm","Dual : 20 MP, f/1,8, PDAF 2 MP, depth sensor","16 MP, f/2.0", 128/64 GB, 4 GB,Pin: Li-Po 3750 mAh,Liên hệ
Máy tính bảng Huawei DTAB d02H, TFT 8.0 inch,8 MP,2.0 MP, 16 GB, 2 GB,Pin: 4650 mAh,2.290.000 Đ
Motorola One," 5.9 inches, 89.8 cm2","Dual : 13 MP, PDAF 2 MP, depth sensor",8.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Xiaomi Redmi Note 8 Pro Ram 8GB/128GB," 6,53 inches, IPS LCD",Quad : 64 MP + 8 MP+ 2 MP + 2 MP,20 MP, 128 GB, 8GB,Pin: Li-Po 4500 mAh,4.890.000 Đ
Xiaomi Redmi Note 8 Pro Ram 6GB/128GB," 6,53 inches, IPS LCD",Quad : 64 MP + 8 MP+ 2 MP + 2 MP,20 MP, 128 GB, 6 GB,Pin: Li-Po 4500 mAh,4.590.000 Đ
Xiaomi Redmi Note 8 Ram 6GB/128GB," 6,39 inches, IPS LCD",Quad : 48 + 8 + 2 + 2 ( MP ),13 MP, 128 GB, 6 GB,Pin: 4000 mAh,3.990.000 Đ
Motorola One Power (P30 Note)," 6.18 inches, 96.2 cm2","Dual : 16 MP, 1.12µm, PDAF 5 MP, f/2.0, depth sensor","12 MP, 1.25µm, f/1.9", 32/64 GB, 3 GB,Pin: Li-Ion 5000 mAh,Liên hệ
Motorola P30," 6.2 inches, 96.9 cm2","16 MP, f/1.8, 1.25µm, PDAF 5 MP, f/2.2, depth sensor","12 MP, 1.25µm, f/1.9", 128/64 GB, 6 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Xiaomi Pocophone F2," 6,4 inches, Full HD+",, , , ,Pin: ,Liên hệ
Meizu 16 Plus 128GB Ram 6GB, 6.5 inches Super AMOLED 1080 x 2160 pixels,Dual 12 MP + 20 MP,20 MP, 128/256 GB, 6 GB,Pin: Non-removable Li-Ion 3570 mAh battery,Liên hệ
Meizu 16 64GB ram 6GB, 6.0 inches Super AMOLED 1080 x 2160 pixels,Dual 12 MP + 20 MP,20 MP, 64 GB, 6 GB,Pin: Non-removable Li-Ion 3010 mAh battery,Liên hệ
Xiaomi Mi Mix 4,,,,,,,Liên hệ
Huawei Mate 20 Lite," 6,3 inch, 97,4 cm 2","Dual: 20 MP, PDAF 2 MP, depth sensor",Dual: 24 MP + 2 MP (depth sensor), 64 GB, 6GB,Pin: Li-Ion 3650 mAh,Liên hệ
Xiaomi Black Shark 2 Pro 128GB Ram 8GB," 6,39 inches AMOLED",Dual 48 MP + 12 MP,20 MP, 128 GB, 8 GB,Pin: Non-removable Li-Po 4000 mAh battery,Liên hệ
Xiaomi Redmi 6A 16Gb Ram 2Gb Chính hãng DGW," IPS LCD , 5,45"" HD",13 MP,5 MP, 16 GB, 2 GB,Pin: Li-Ion 3000 mAh,1.890.000 Đ
Nokia 8800 Original 100%," 1.7 inches, 31 x 31 mm, 9.3 cm2 (~19.4% screen-to-body ratio)",S, SVGA, , ,Pin: Removable Li-Ion 600 mAh battery (BL-5X),5.990.000 Đ
"Mi Tivi 4 Nhập Khẩu 75""",,,,,,,39.990.000 Đ
Xiaomi Redmi 6 Pro Ram 3GB / 32GB," 5.84 inches, 85.1 cm2","Dual: 12 MP (f/2.2, 1.25 μm) + 5 MP (f/2.2, 1.12 μm)",8 MP, 32 GB, 3 GB,Pin: Li-Po 4000 mAh battery,2.290.000 Đ
Xiaomi Redmi 6 Pro Ram 4GB / 64GB," 5.84 inches, 85.1 cm2","Dual: 12 MP (f/2.2, 1.25 μm) + 5 MP (f/2.2, 1.12 μm)",8 MP, 64 GB, 4 GB,Pin: Li-Po 4000 mAh battery,3.690.000 Đ
Xiaomi Redmi 6 Pro Nhập Khẩu Ram 2GB / 16GB," 5.84 inches, 85.1 cm2","Dual: 12 MP (f/2.2, 1.25 μm) + 5 MP (f/2.2, 1.12 μm)",8 MP, 16 GB, 2 GB,Pin: Li-Po 4000 mAh battery,1.000.000 Đ
Meizu M8c Chính Hãng," IPS LCD, 5.45"" HD+",13 MP,8 MP, 16/32 GB, 2 GB,Pin: Non-removable Li-Ion 3070 mAh battery,2.490.000 Đ
Xiaomi Redmi 6 Pro Chính Hãng," 5.84 inches, 85.1 cm2","Dual: 12 MP (f/2.2, 1.25 μm) + 5 MP (f/2.2, 1.12 μm)",8 MP, 16/32/64 GB, 2 GB,Pin: Li-Po 4000 mAh battery,2.390.000 Đ
Huawei Honor Play Chính Hãng," IPS LCD, 6.3 inches, 97.4 cm2",Dual: 16 (f/2.2) + 2 MP (f/2.4),16 MP, 64 GB, 4 GB,Pin: Li-Po 3750 mAh,6.990.000 Đ
Oppo Find X Chính Hãng," AMOLED, 6.4 inches, 100.5 cm2",Dual: 16 MP (f/2.0) + 20 MP (f/2.0),25 MP (f/2.0), 128 GB, 6GB,Pin: Li-Ion 3730 mAh,9.990.000 Đ
Meizu M6T Chính Hãng," IPS LCD, 5.7"", HD",Dual 13 MP,8 MP, 32 GB, 3 GB,Pin: ,Liên hệ
Samsung Galaxy J2 Pro Chính Hãng 2019," 5.0 inches, 68.9 cm2","8 MP, f/2.2, autofocus, LED flash",5.0 MP, 16 GB, 1 GB,Pin: Li-Ion 2600 mAh,2.690.000 Đ
iPhone XS Max 256Gb Chính Hãng VN/A," 6.5"" Super Retina HD",Dual 12 MP,7.0 MP, 256 GB, 4 GB,Pin: Li-Ion 3174 mAh,20.990.000 Đ
iPhone XS 64Gb Mới Chính Hãng VN/A," 5.8"" Super Retina HD",Dual 12 MP,7.0 MP, 64 GB, 4 GB,Pin: Li-Ion 2658 mAh,16.990.000 Đ
iPhone XS 256Gb Chính Hãng VN/A," 5.8"" Super Retina HD",Dual 12 MP,7.0 MP, 256 GB, 4 GB,Pin: Li-Ion 2658 mAh,18.990.000 Đ
iPhone XR 128Gb Chính Hãng VN/A," IPS LCD , 6.1 inches",12 MP,7.0 MP, 128 GB, 3 GB,Pin: Li-Ion 2942 mAh,13.350.000 Đ
iPhone 7 Plus 128Gb Mới Chính Hãng VN/A," IPS LCD, 5.5"", Full HD",12 MP,7.0 MP, 128 GB, 3 GB,Pin: Li-Ion 2900 mAh,11.390.000 Đ
iPhone 7 128Gb Mới Chính Hãng," IPS LCD, 4.7"", HD",12 MP,7.0 MP, 128 GB, 2 GB,Pin: Li-Po 1960 mAh,9.890.000 Đ
Meizu M6S 64Gb Ram 3Gb, 5.7 inches,16 MP,8 MP, 32 GB, 3 GB,Pin: Li-Ion 2930 mAh,Liên hệ
Sharp Aquos Serie SHV32," 5.0 inches, 68.0 cm2",13.1 MP,2.1M CMOS, 32 GB, 3 GB,Pin: Li-Ion 2600 mAh,1.990.000 Đ
Xiaomi Mi Mix 2S Ram 8GB/256GB," 5.99 inches, 92.6 cm2 (~81.9% screen-to-body ratio)","Dual: 12 MP (f/1.8, 1/2.55"", 1.4 µm) + 12 MP (f/2.4, 1/2.9"", 1.0 µm), 2x optical zoom, dual pixel phase detection autofocus, 4-axis OIS, dual-LED dual-tone flash",5.0 MP, 256 GB, 8 GB,Pin: Li-Ion 3400 mAh,11.590.000 Đ
Xiaomi Mi Mix 2S Ram 6GB/128GB," 5.99 inches, 92.6 cm2 (~81.9% screen-to-body ratio)","Dual: 12 MP (f/1.8, 1/2.55"", 1.4 µm) + 12 MP (f/2.4, 1/2.9"", 1.0 µm), 2x optical zoom, dual pixel phase detection autofocus, 4-axis OIS, dual-LED dual-tone flash",5.0 MP, 128 GB, 6 GB,Pin: Li-Ion 3400 mAh,8.690.000 Đ
Xiaomi Redmi 4X Chính Hãng DGW 32Gb Ram 3Gb," 5.0 inches, 68.9 cm2",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 4100 mAh,3.390.000 Đ
Xiaomi Redmi 4X Chính Hãng DGW 16Gb Ram 2Gb," 5.0 inches, 68.9 cm2",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 4100 mAh,2.890.000 Đ
Xiaomi Mi Max 2 Nhập Khẩu 4Gb/128Gb," IPS LCD, 6.44"", Full HD",12 MP,5.0 MP, 128 GB, 4 GB,Pin: Li-Ion 5300 mAh,5.090.000 Đ
Xiaomi Mi Max 2 Chính Hãng DGW 4Gb/128Gb," IPS LCD, 6.44"", Full HD",12 MP,5.0 MP, 128 GB, 4 GB,Pin: Li-Ion 5300 mAh,6.290.000 Đ
Xiaomi Mi Max 2 Chính Hãng DGW 4Gb/64Gb," IPS LCD, 6.44"", Full HD",12 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Ion 5300 mAh,5.790.000 Đ
Xiaomi Redmi Note 5A Prime Chính Hãng DGW 4Gb/64Gb," IPS LCD, 5.5"", HD",13 MP,16 MP, 64 GB, 4 GB,Pin: Li-Ion 3080 mAh,4.990.000 Đ
Xiaomi Redmi Note 5A Chính Hãng DGW 2Gb/16Gb," IPS LCD, 5.5"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 3080 mAh,2.690.000 Đ
Xiaomi Mi Mix 2 Chính hãng DGW 6Gb/256Gb," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 256 GB, 6 GB,Pin: Li-Ion 3400 mAh,10.190.000 Đ
Xiaomi Mi Mix 2 Chính hãng DGW 6Gb/128Gb," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 128 GB, 6 GB,Pin: Li-Ion 3400 mAh,8.590.000 Đ
iPhone 6 Plus Cũ 128GB Quốc Tế," IPS LCD, 5.5"", Full HD",8.0 MP,1.2 MP, 128 GB, 1 GB,Pin: Li-Po 2915 mAh,3.890.000 Đ
Fujitsu Arrows NX F-01F," TFT, 5.0"", Full HD",13.1 MP,1.3 MP, 32 GB, 2 GB,Pin: Li-Ion 3200 mAh,Liên hệ
Esstinal phone cũ Likenew 99%," 5.71 inches, 85.4 cm2 (~84.9% screen-to-body ratio)","Dual: 13 MP, f/1.9, phase detection & laser autofocus, LED flash","8 MP, f/2.2, 2160p@30fps, 1080p@60fps, 720p@120fps", 128 GB, 4 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Samsung Galaxy A20 Chính Hãng, 6.4 inches,Dual 13 MP + 5MP,8 MP, 32 GB, 3 GB,Pin: 4000 mAh,2.990.000 Đ
"Fujitsu Arrows Kiss F-03E (QSD, vân tay, chống nước)"," TFT, 4.0"", qHD",8.1 MP,1.3 MP, 8 GB, 1 GB,Pin: Li-Ion 1810 mAh,Liên hệ
"Fujitsu F-02G Thần Long (Ram 3G, 32G, Màn 2K, 21MP)"," IPS LCD, 5.2"", QuadHD (2K)",20.7M CMOS,2.1M CMOS, 32 GB, 3 GB,Pin: Li-Po 3500 mAh,Liên hệ
Fujitsu F-04G Đại Long (Bảo mật mống mắt)," IPS LCD, 5.2"", QuadHD (2K)",21.5M CMOS,2.4M CMOS, 32 GB, 3 GB,Pin: Li-Po 3120 mAh,Liên hệ
Xiaomi Redmi Note 7 Pro Ram 6GB / 128GB," LTPS LCD 6.3"" Full HD+",48 MP,13 MP, 128 GB, 6 GB,Pin: Li-Po 4000 mAh,4.090.000 Đ
Huawei Nova 3i Chính Hãng," 6,3 inch, 97,4 cm 2","Dual: 16 MP (f/2.2, PDAF) + 2 MP (depth sensor), LED flash",Dual: 24 MP + 2 MP (depth sensor), 128 GB, 4 GB,Pin: Li-Ion 3340 mAh,Liên hệ
iPhone XS Max 64Gb Chính Hãng VN/A," 6.5"" Super Retina HD",Dual 12 MP,7.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3174 mAh,18.990.000 Đ
Xiaomi Redmi Note 4 chính hãng FPT 32GB Ram 3GB," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 4100 mAh,3.690.000 Đ
Motorola Moto Z3," 6.01 inches, 93.2 cm2","Dual : 12 MP, f/2.0, 1.25µm, PDAF & laser AF 12 MP B/W, PDAF & laser AF",8.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Samsung Galaxy S8 Plus Chính Hãng Likenew," Super AMOLED, 6.3"", Quad HD (2K)",Dual 12 MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3500 mAh,6.790.000 Đ
Samsung Galaxy S8 chính hãng," Super AMOLED, 5.8"", Quad HD (2K)",12 MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3000 mAh,10.990.000 Đ
Samsung Galaxy A7 2017 chính hãng," Super AMOLED, 5.7″, Full HD",16 MP,16 MP, 32 GB, 3 GB,Pin: Li-Ion 3600 mAh,7.990.000 Đ
Samsung Galaxy A5 2017 chính hãng," Super AMOLED, 5.2"", Full HD",16 MP,16 MP, 32 GB, 3 GB,Pin: Li-Ion 3000 mAh,7.990.000 Đ
Samsung Galaxy J5 Prime Chính hãng," PLS LCD, 5"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2400 mAh,1.999.000 Đ
Samsung Galaxy J7 Chính Hãng 2018," 5.5 inches, 83.4 cm2",13 MP,13 MP, , ,Pin: Li-Ion battery,2.990.000 Đ
Realme X2 6GB/64GB," 6.4 inches, 100.5 cm2 (~84.3% screen-to-body ratio)","64 MP, f/1.8, (wide), 1/1.7"", 0.8µm, PDAF 8 MP, f/2.3, 13mm (ultrawide), 1/4"", 1.12µm 2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera) 2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","32 MP, f/2.0"," 64GB, hỗtrợmicroSD", 6 GB,Pin: 4000 mAh,5.390.000 Đ
Realme Q 4GB/64GB," IPS LCD, 6.3"", Full HD+",48 MP - 8MP wide-angle camera - 2 MP - 2 MP,16MP, 64 GB, 4 GB,Pin: 4035mAh,3.790.000 Đ
iPhone 6 Chính Hãng 32Gb Nguyên Seal," IPS LCD, 4.7"", HD",8.0 MP,1.2 MP, 32 GB, 1 GB,Pin: Li-Po 1810 mAh,4.590.000 Đ
iPhone 6 Lock Cũ 128GB Nguyên Bản," IPS LCD, 4.7"", HD",8.0 MP,1.2 MP, 128 GB, 1 GB,Pin: Li-Po 1810 mAh,2.290.000 Đ
iPhone 6S Mới 32GB Chính Hãng," IPS LCD, 4.7"", HD",12 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Po 1810 mAh,7.390.000 Đ
iPhone 6S Mới 16GB Chính Hãng," IPS LCD, 4.7"", HD",12 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 1810 mAh,5.990.000 Đ
